5.0,0.0,0.60,1.0
0.0,1.0,1.00,1.0
1.0,0.0,0.42,0.0
0.0,0.0,0.59,1.0
4.0,0.0,0.63,1.0
11.0,0.0,0.28,0.0
17.0,1.0,0.25,0.0
0.0,0.0,0.45,0.0
0.0,4.0,0.67,1.0
124.0,0.0,0.30,0.0
2.0,1.0,0.29,0.0
36.0,0.0,0.33,0.0
2.0,37321.0,0.26,0.0
0.0,0.0,0.23,0.0
34.0,0.0,0.40,0.0
0.0,0.0,0.49,1.0
12.0,0.0,0.37,0.0
41.0,0.0,0.22,0.0
25.0,1.0,0.36,0.0
0.0,1.0,0.50,1.0
28.0,5.0,0.48,0.0
0.0,1.0,0.71,1.0
3.0,453.0,0.35,0.0
31.0,339.0,0.34,0.0
104.0,70.0,0.30,0.0
0.0,24.0,0.48,0.0
130.0,94.0,0.47,0.0
61.0,619.0,0.56,1.0
0.0,0.0,0.40,0.0
2.0,3.0,0.44,0.0
7.0,1238.0,0.44,0.0
10.0,2.0,0.53,1.0
9.0,9.0,0.57,1.0
850.0,21.0,0.43,0.0
0.0,0.0,0.68,1.0
7.0,1.0,0.53,1.0
68.0,1364.0,0.53,1.0
869.0,3.0,0.69,1.0
50.0,7.0,0.57,1.0
0.0,0.0,0.76,1.0
0.0,0.0,0.72,1.0
19.0,5.0,0.58,1.0
0.0,0.0,0.52,1.0
0.0,5.0,0.66,1.0
1.0,14.0,0.62,1.0
0.0,0.0,0.33,0.0
8.0,21.0,0.49,1.0
74.0,571.0,0.59,1.0
1.0,1.0,0.43,1.0
78.0,4.0,0.51,1.0
25.0,1.0,0.23,0.0
106.0,15.0,0.34,0.0
56.0,10.0,0.74,1.0
9.0,2.0,0.51,1.0
95.0,0.0,0.38,0.0
0.0,0.0,0.45,0.0
0.0,0.0,0.57,1.0
319.0,1566.0,0.40,0.0
313.0,0.0,0.55,1.0
2.0,15.0,0.69,1.0
2.0,3327.0,0.30,0.0
68.0,0.0,0.39,0.0
232.0,59.0,0.63,1.0
0.0,0.0,0.45,0.0
0.0,0.0,0.37,0.0
0.0,0.0,0.52,1.0
2.0,3.0,0.27,0.0
19.0,71.0,0.60,1.0
9.0,1662.0,0.45,0.0
104.0,0.0,0.55,1.0
0.0,0.0,0.57,1.0
70.0,4.0,0.37,0.0
2.0,1.0,0.39,0.0
182.0,1983.0,0.36,0.0
226.0,3.0,0.38,0.0
10.0,142.0,0.27,0.0
183.0,4.0,0.36,0.0
174.0,0.0,0.31,0.0
4.0,30.0,0.34,0.0
98.0,0.0,0.28,0.0
0.0,84.0,0.55,1.0
20.0,0.0,0.48,0.0
0.0,1.0,0.61,1.0
12.0,2.0,0.49,1.0
93.0,496.0,0.34,0.0
23.0,0.0,0.29,0.0
37.0,242.0,0.26,0.0
13.0,2.0,0.65,1.0
0.0,0.0,0.42,0.0
219.0,233.0,0.46,0.0
86.0,0.0,0.61,1.0
3.0,0.0,0.38,0.0
0.0,14.0,0.36,0.0
30.0,3.0,0.41,0.0
14.0,163.0,0.39,0.0
21.0,119.0,0.68,1.0
24.0,3463.0,0.52,1.0
177.0,158.0,0.29,0.0
24.0,223.0,0.36,0.0
17.0,94.0,0.50,1.0